WKT,transportation.sde.BMTC_LAND.objectid,transportation.sde.BMTC_LAND.kgiscode,transportation.sde.BMTC_LAND.departmentcode,transportation.sde.BMTC_LAND.kgisbmtclandid,transportation.sde.BMTC_LAND.kgisbmtclandname,transportation.sde.BMTC_LAND.kgiswardid,transportation.sde.BMTC_LAND.kgisvillageid,transportation.sde.BMTCLAND_TBL.objectid,transportation.sde.BMTCLAND_TBL.kgisbmtclandid,transportation.sde.BMTCLAND_TBL.name,transportation.sde.BMTCLAND_TBL.area_gis,transportation.sde.BMTCLAND_TBL.acre_rec,transportation.sde.BMTCLAND_TBL.gunte_rec,transportation.sde.BMTCLAND_TBL.area_sq_m,transportation.sde.BMTCLAND_TBL.survey_no,transportation.sde.BMTCLAND_TBL.hobli,transportation.sde.BMTCLAND_TBL.taluk,transportation.sde.BMTCLAND_TBL.district,transportation.sde.BMTCLAND_TBL.status,transportation.sde.BMTCLAND_TBL.category,transportation.sde.BMTCLAND_TBL.photo
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5995933897462 12.9526727670143,77.5996446033543 12.9527845334759,77.5998005957325 12.9531243210116,77.5998849289771 12.9533080150665,77.5999028402944 12.9533452067221,77.5999174745415 12.9533755921109,77.600152253873 12.9538630744448,77.6001614929163 12.9538822560123,77.600257145727 12.9540949806272,77.6003042595123 12.9542220440323,77.6006154226401 12.9541194111489,77.6005392802827 12.9537958043565,77.600491690936 12.9536958676676,77.600460758187 12.9535983096059,77.60049740086 12.9535921228984,77.6003232256714 12.9532623297365,77.6002404206726 12.9530910075739,77.600160470062 12.9531176584172,77.5999034880857 12.9525370703445,77.5997973648176 12.952279136488,77.5996755351914 12.9520507082158,77.5995042140089 12.951692836735,77.5993804818907 12.951420626991,77.5991710899545 12.9509751913019,77.5989045899412 12.951117959352,77.5990587790521 12.9513768443585,77.5989521799941 12.9514434701508,77.5989217222983 12.9514567952368,77.5989883474048 12.9515595879428,77.5992757871411 12.9521515973978,77.5995147637516 12.952711493254,77.5995933897462 12.9526727670143))))","39",,"39","39",Shantinagar_Quarters,,,"39","39",Shantinagar_Quarters,3.88,"0",0,15701.46, ,Begur,Bangalore South,Bangalore Urban,Quarters,Quarters,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6140372484574 12.9576438692663,77.6140486706079 12.957780925751,77.6143836978181 12.9577580838243,77.6143437237027 12.9573640437886,77.6140182128253 12.9573887902002,77.6140372484574 12.9576438692663))))","40",,"40","40",Austin_Town_Bus_Stand,,,"40","40",Austin_Town_Bus_Stand,0.39,"0",0.15000001,1570.27,CA Site 12,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6225237802371 12.9542955589605,77.6225637549974 12.9545087585394,77.6228623622196 12.9544584490418,77.6228277544439 12.9542328340413,77.6225237802371 12.9542955589605))))","41",,"41","41",Viveknagar_Bus_Stand,,,"41","41",Viveknagar_Bus_Stand,0.2,"0",0.08,818.83,CA Site,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6250567682484 12.9404486185372,77.6243818571202 12.9411195946566,77.6246614435103 12.9414021552503,77.6249499527539 12.9417025619899,77.6247833905033 12.9418274834658,77.6246804788401 12.9419042216042,77.6248678615885 12.9420886298645,77.6250611923492 12.9422819616011,77.6257066219332 12.9415710974869,77.6259564646268 12.9412617669614,77.6259624134725 12.9412022803433,77.6258880548534 12.9410446408041,77.6257423139697 12.9406014666563,77.6256382118492 12.9404289555278,77.6250567682484 12.9404486185372))))","42",,"42","42",Koramangala_Depot_15_&_TTMC,,,"42","42",Koramangala_Depot_15_&_TTMC,4.97,"5",0,20097.67,"36",Begur,Bangalore South,Bangalore Urban,Depot 15 & TTMC,Depot & TTMC,DSC0006_Koramangala_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6386284240872 12.9612768979818,77.6382005773316 12.9617063908573,77.6382932566552 12.9618003226301,77.6387202208472 12.9622004292578,77.6387740774108 12.962246722107,77.6389942457983 12.9620230404946,77.639194120327 12.9618631399366,77.6388477598194 12.9614903977518,77.6386284240872 12.9612768979818))))","43",,"43","43",Domlur_TTMC,,,"43","43",Domlur_TTMC,1.4,"1",0.13,5669.41,CA Site 7,Kasaba,Bangalore North,Bangalore Urban,TTMC,TTMC,DSC0003_Domlur_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.658515048476 12.9658128349869,77.6584957428631 12.9656167285702,77.6584814661529 12.9654810989953,77.658377245895 12.9655282124788,77.6580460249422 12.9655581931355,77.6576548412212 12.9655924581575,77.6576952320895 12.9658998733081,77.658515048476 12.9658128349869))))","44",,"44","44",Jeevanbheemanagar_Bus_Stand,,,"44","44",Jeevanbheemanagar_Bus_Stand,0.75,"0",0.31,3036.7,CA Site,Varthur,Bangalore East,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7013790233742 12.9586912674622,77.7015203631825 12.9586850806084,77.7015196494274 12.9583441040155,77.7015196496423 12.9581561264851,77.7015101314619 12.957932457325,77.7015120351874 12.9576690507686,77.7014882413667 12.9571396206412,77.7013649850751 12.9570853688614,77.7013078774734 12.957090127729,77.7013768820375 12.9576326456129,77.7013863997252 12.9582608225578,77.7013790233742 12.9586912674622))))","45",,"45","45",Marathahalli_Bridge_Bus_Stand,,,"45","45",Marathahalli_Bridge_Bus_Stand,0.66,"0",0.34999999,2685,"98",Varthur,Bangalore East,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7259068650387 12.9776741317981,77.7262423681924 12.9776484327158,77.7270004645395 12.9775898983662,77.7270375844804 12.9775856155471,77.7270147416793 12.9772344064766,77.727004747622 12.9769617205877,77.7269757209623 12.9766794565094,77.7258819779109 12.976769935438,77.7258966622736 12.9772524307978,77.7259068650387 12.9776741317981))))","46",,"46","46",Whitefield_(ITPL_Depot_18_&_TTMC),,,"46","46",Whitefield_(ITPL_Depot_18_&_TTMC),3.01,"3",0,12170.58,120A,Krishnarajapura,Bangalore East,Bangalore Urban,Depot 18 & TTMC,Depot & TTMC,DSC0004_ITPL_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7581892793139 12.9953349074407,77.7584614898308 12.996062070892,77.7587070509257 12.9960792028238,77.758861238855 12.9958736173432,77.7585205004953 12.9951255154742,77.7581892793139 12.9953349074407))))","47",,"47","47",Kadugodi_Bus_Stand,,,"47","47",Kadugodi_Bus_Stand,1.06,"0",0.31999999,4286.4,"259",Bidarahalli,Bangalore East,Bangalore Urban,Bus Stand,Bus Stand,DSC0013_Kadugodi_BS.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5275825274481 13.0367601630138,77.5278937604485 13.037311246116,77.5282506802512 13.037929430555,77.5285601295048 13.0377801195786,77.528305050899 13.0372376025719,77.5281070797384 13.036805492032,77.5275825274481 13.0367601630138))))","48",,"48","48",Peenya_1st_Stage_(RTO_Track),,,"48","48",Peenya_1st_Stage_(RTO_Track),1.41,"1",0.16,5722.46,20A / 1,Yeshwanthpura,Bangalore North,Bangalore Urban,RTO Track,Others,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5605660192576 13.0839751087618,77.5610228766065 13.0836705379076,77.5610837898931 13.0836286601006,77.5610395320357 13.083568696545,77.5610024122807 13.0835101627596,77.5609514916768 13.0835396679991,77.5607278232555 13.0832398554901,77.5603747079163 13.0839162150113,77.5604565637457 13.0840607696576,77.5605660192576 13.0839751087618))))","49",,"49","49",Vidyaranyapuram_Bus_Stand,,,"49","49",Vidyaranyapuram_Bus_Stand,0.72,"0",0.31999999,2918.73,CA Site,Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4991338445375 13.0201074497955,77.4995240760619 13.0207927334381,77.5021058647385 13.0198012613097,77.5014240760431 13.0187666234724,77.4991338445375 13.0201074497955))))","50",,"50","50",Peenya_4th_Phase_Depot_9_&_22,,,"50","50",Peenya_4th_Phase_Depot_9_&_22,8.07,"8",0,32640.34,481& 482 & 483,Yeshwanthpura,Bangalore North,Bangalore Urban,Depot 9 & 22,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6722796206001 12.8465542170694,77.6719883742415 12.84695587045,77.6723605678894 12.8477838715813,77.672658430576 12.8476544799516,77.6729825617456 12.8468910076646,77.6722796206001 12.8465542170694))))","51",,"51","51",Electronic_City_Depot_19,,,"51","51",Electronic_City_Depot_19,2.1,"2",0.05,8485.87,36 ( P ),Begur,Bangalore South,Bangalore Urban,Depot 19,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7060938334735 12.7905923018218,77.7066323055624 12.7904302605401,77.7069654293426 12.790407417896,77.7069368759848 12.7898344435051,77.7069102269042 12.7890654010519,77.7068683470499 12.7880469924069,77.7064495623492 12.7880850631754,77.7064895376679 12.789052076443,77.7065047665385 12.789350936503,77.7058328072071 12.7895260654287,77.7060938334735 12.7905923018218))))","52",,"52","52",Surya_City_(Chandapura)_Depot_32,,,"52","52",Surya_City_(Chandapura)_Depot_32,4.81,"5",0,19457.08,CA Site,Attibele,Anekal,Bangalore Urban,Depot 32,Depot,DSC0032_Suryacity_Depot.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6332263697503 12.7805807594026,77.6335261811288 12.7814635392633,77.6340765507152 12.7813921555523,77.6344591681961 12.781255098726,77.6345867073304 12.7812056054016,77.634592417892 12.7813026875401,77.6353538460311 12.781287459297,77.6353005456456 12.7808382161727,77.6350683103026 12.7808229880642,77.6350416607779 12.7802462075686,77.6350264317351 12.7800444285433,77.6332263697503 12.7805807594026))))","53",,"53","53",Jigani_Depot_27,,,"53","53",Jigani_Depot_27,5.7,"6",0,23066.01,38 & 39 & 40,Jigani,Anekal,Bangalore Urban,Depot 27 & Quarters,Depot,DSC0027_Jigani_Depot.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5774418276724 12.7997394417102,77.5770610086865 12.7998909495694,77.5764298537891 12.8008583768147,77.5767776139364 12.8011935221471,77.5772632624949 12.801027141953,77.5776856179803 12.8007772987482,77.5778522842154 12.8009172746543,77.5774418276724 12.7997394417102))))","54",,"54","54",Banerghatta_TTMC,,,"54","54",Banerghatta_TTMC,3.32,"2",0,13421.24,"20",Jigani,Anekal,Bangalore Urban,TTMC,TTMC,DSC0002_Bannerghatta1_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5531035749104 12.8513489665477,77.5527332077582 12.8515402017793,77.5529205691034 12.8519222224005,77.5532979512382 12.8517456658626,77.553181358137 12.851495822667,77.5531035749104 12.8513489665477))))","55",,"55","55",Anjanapura_5th_Block,,,"55","55",Anjanapura_5th_Block,0.54,"0",0.23,2183.47,CA Site 13,Uttarahalli,Bangalore South,Bangalore Urban,Vacant  ( Compound ),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5586416712499 12.8994220178718,77.5584096741478 12.8991293440879,77.5580099240786 12.8986475028186,77.55769226577 12.8988402390117,77.5580598927823 12.8992685424599,77.5584310887589 12.8996433072305,77.5586416712499 12.8994220178718))))","56",,"56","56",ISRO_Layout_Bus_Stand,,,"56","56",ISRO_Layout_Bus_Stand,1.08,"1",0.05,4363.19,CA Site,Uttarahalli,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5579214735193 12.9225700842327,77.5577596700655 12.9226214803666,77.5580071350281 12.9236075288125,77.5581479985657 12.9235939668005,77.5579214735193 12.9225700842327))))","57",,"57","57",Katriguppe_(BHS),,,"57","57",Katriguppe_(BHS),0.47,"0",0.2,1918.22,CA Site 7,Uttarahalli,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5543594218191 12.923721029493,77.5537241050056 12.9239066275132,77.5536919825085 12.9249095701884,77.5539489640047 12.9249167088865,77.5539846553494 12.9255912853713,77.554002502019 12.9261659255154,77.5543522825346 12.9262194633187,77.5546735106045 12.9261338027004,77.5549733219243 12.9259731896704,77.5553016881561 12.9256733767802,77.5548698151953 12.9252736275503,77.554673509183 12.9247346796859,77.5543594218191 12.923721029493))))","58",,"58","58",Katriguppe_Depot_13_&_Samudhaya_Bhavana,,,"58","58",Katriguppe_Depot_13_&_Samudhaya_Bhavana,6.51,"5",0.1,26334.06,48 & 49 & 50 & 53,Uttarahalli,Bangalore South,Bangalore Urban,Depot 13 & Samudhaya Bhavana,Depot,DSC0013_Kathriguppe_Depot.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5542059905224 12.9265310197943,77.5538956837965 12.9266629676954,77.5540771582701 12.9268419897525,77.5542163558846 12.9270846949876,77.5544367136467 12.9269421098952,77.5542059905224 12.9265310197943))))","59",,"59","59",Chennamana_Kere_Achukattu_Bus_Stand,,,"59","59",Chennamana_Kere_Achukattu_Bus_Stand,0.41,"0",0.18000001,1665.91,CA Site,Uttarahalli,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5725810360724 12.9171260558748,77.572569138296 12.9180897376866,77.572560216043 12.9181581473186,77.5726643172492 12.9181521986755,77.5727208295235 12.9180570197386,77.5731283127072 12.9179767132074,77.5733543603129 12.917923175688,77.5733275919245 12.9174591803675,77.5733305667826 12.9171082099635,77.5725810360724 12.9171260558748))))","60",,"60","60",Bhanshankari_TTMC,,,"60","60",Bhanshankari_TTMC,2.04,"2",0,8272.42,"7",Uttarahalli,Bangalore South,Bangalore Urban,TTMC,TTMC,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5701771861472 12.9197708266947,77.5708339167493 12.919661371235,77.570817260495 12.9195447775546,77.5709814437121 12.9195138446012,77.5709743048153 12.9192544830829,77.5709647869833 12.9191355107975,77.5710147556491 12.9191283720195,77.5710766217023 12.9186715156323,77.5711408676255 12.9181932438732,77.5705031717729 12.9183288729565,77.570536484236 12.9185382653094,77.569970172951 12.9186667569696,77.5701771861472 12.9197708266947))))","61",,"61","61",Bhanshankari_Depot_20_(Karisandra),,,"61","61",Bhanshankari_Depot_20_(Karisandra),3.65,"3",0.31,14757.36,CA Site 4a,Uttarahalli,Bangalore South,Bangalore Urban,Depot 20,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5614377281222 12.9027334180504,77.5615567015468 12.90296660502,77.5616301831594 12.9031076412811,77.5617663908758 12.9030490929722,77.5618972121392 12.9029889512953,77.5617756122323 12.9027072437959,77.5614377281222 12.9027334180504))))","62",,"62","62",Kumarswamy_Layout_Bus_Stand,,,"62","62",Kumarswamy_Layout_Bus_Stand,0.33,"0",0.12,1332.84,CA Site,Uttarahalli,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5363830949646 12.9102958407879,77.5371754549123 12.9098603993748,77.5370683790378 12.9095772431278,77.5368899195912 12.9093797481308,77.5363338399435 12.9087955907185,77.5361777471982 12.9088603112784,77.5361434817738 12.9092943255949,77.5360285546514 12.9093416765411,77.5360737641501 12.9095011004324,77.5360904205567 12.909655765506,77.5360809019265 12.9097319079406,77.5363830949646 12.9102958407879))))","63",,"63","63",Purna_Pragnya_(Uttarahalli)_Depot_33,,,"63","63",Purna_Pragnya_(Uttarahalli)_Depot_33,2.85,"2",0.34,11516.75,CA Site,Uttarahalli,Bangalore South,Bangalore Urban,Depot 33,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5211338430252 12.9066101344466,77.521119565497 12.9067628960949,77.5215573872746 12.9068142920133,77.5220637355418 12.9068733035109,77.5219076432271 12.9063074678462,77.5216235355515 12.9064830713935,77.5211338430252 12.9066101344466))))","64",,"64","64",Rajarajeshwarinagar_Bus_Stand,,,"64","64",Rajarajeshwarinagar_Bus_Stand,0.86,"0",0.37,3488.84,CA Site 10,Kengeri,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC0025_Rajarajeshwari Nagar_BS.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5196979570124 12.9055233156046,77.519581957882 12.9059189013751,77.5188713324667 12.9059950446977,77.5185762792381 12.9060407299858,77.5186695540115 12.9065109115918,77.5189988707934 12.9065052003469,77.5192253960522 12.9065109104077,77.5195547137301 12.9065565959608,77.519981112732 12.9066098972984,77.5203637297726 12.906657485516,77.5204988830813 12.9066955567379,77.5204836552113 12.9065813431538,77.5204360658585 12.9064347689534,77.5202971056815 12.9062139538563,77.5200096657128 12.905871311545,77.5196979570124 12.9055233156046))))","65",,"65","65",Rajarajeshwarinagar_Depot_21,,,"65","65",Rajarajeshwarinagar_Depot_21,3.34,"2",0.16,13533.69,CA Site 11,Kengeri,Bangalore South,Bangalore Urban,Depot 21,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.484061245245 12.9106310669221,77.4841683207447 12.910642488268,77.4841754590566 12.9105625385567,77.4840726664722 12.9105197075949,77.484061245245 12.9106310669221))))","66",,"66","66",Kengeri_Old_Bus_Stand,,,"66","66",Kengeri_Old_Bus_Stand,0.03,"0",0.04,123.53, ,Kengeri,Bangalore South,Bangalore Urban,Vacant  (Old Bus Stand ),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4878412570301 12.9320576368728,77.4879312005378 12.932373153663,77.4879925905663 12.9323617323762,77.4879397661173 12.9320376505317,77.4878412570301 12.9320576368728))))","67",,"67","67",Kengeri_opposite_to_Shrike_Apartment,,,"67","67",Kengeri_opposite_to_Shrike_Apartment,0.08,"0",0.1,320.39,CA,Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.472566858294 12.9388689791673,77.4726691756737 12.9391664121374,77.472719143793 12.9392687282128,77.4730950980374 12.9391069254253,77.4729785052026 12.9387642834975,77.472566858294 12.9388689791673))))","68",,"68","68",Vishveshwaraiya_Layout_(Doddabasadi),,,"68","68",Vishveshwaraiya_Layout_(Doddabasadi),0.49,"0",0.22,1996.13,CA Site,Kengeri,Bangalore North,Bangalore Urban,Vacant  (Compound ),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5121823566991 12.9651354372313,77.5121480023836 12.963610614488,77.5115019782464 12.9635642151781,77.5113627806744 12.9639247039088,77.5113699184228 12.964756325395,77.5115269626622 12.9649240772858,77.5115432762866 12.9652095637922,77.5121823566991 12.9651354372313))))","69",,"69","69",Nagarbavi_10th_Block,,,"69","69",Nagarbavi_10th_Block,3.53,"2",0.37,14288.42,CA Site,Yeshwanthpura,Bangalore North,Bangalore Urban,Vacant,Vacant,DSC0185_Nagarabhavi.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5158376344303 12.9670331122034,77.51628973178 12.9669950412155,77.5162897320169 12.9667333008184,77.516280213992 12.9664858362711,77.5157971836222 12.9665215282455,77.5158376344303 12.9670331122034))))","70",,"70","70",Nagarbavi_9th_Block_(Bandemaramma),,,"70","70",Nagarbavi_9th_Block_(Bandemaramma),0.71,"0",0.27000001,2890.42,36 / 2,Yeshwanthpura,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC0023_Nagarabhavi-bandemaramma_BS.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5342320575243 12.9663028881974,77.535246302984 12.965957865465,77.534818000038 12.9650150042549,77.5345860016308 12.9644260881131,77.53432128769 12.9645867008907,77.5342618013434 12.9649049550171,77.5342736978781 12.9654254611778,77.5342201598938 12.965606895009,77.534139853099 12.9656544842708,77.5342320575243 12.9663028881974))))","71",,"71","71",Vijaynagara_Depot_5_&_TTMC,,,"71","71",Vijaynagara_Depot_5_&_TTMC,3.45,"3",0.37,13955.68,"310",Kasaba,Bangalore North,Bangalore Urban,Depot 5 & TTMC,Depot & TTMC,DSC0009_Vijayanagar_TTMC.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5355104230438 12.9586493513009,77.5352439234438 12.9591228639725,77.5353938295738 12.959232319823,77.5356174987274 12.958996752634,77.535765024383 12.9589515433492,77.5358982748827 12.959051480412,77.5360029714962 12.9589586812684,77.5356936422997 12.9586588692583,77.535646052209 12.9587254940997,77.5355104230438 12.9586493513009))))","72",,"72","72",RPC_Layout_(Hampinagar)_Bus_Stand,,,"72","72",RPC_Layout_(Hampinagar)_Bus_Stand,0.58,"0",0.31,2349.15,CA Site 29 / P,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5265844702039 12.9588459340649,77.5268414516468 12.9596049827604,77.5278027537645 12.9592718580266,77.5275338746096 12.9584057339808,77.527188852903 12.9585722967126,77.5265844702039 12.9588459340649))))","73",,"73","73",ChandraLayout_Depot_17,,,"73","73",ChandraLayout_Depot_17,2.59,"2",0.1,10501.06,CA Site 345,Yeshwanthpura,Bangalore North,Bangalore Urban,Depot 17,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5358929214263 12.950429186161,77.5358215368531 12.9505909902317,77.5358453324407 12.9507646898231,77.5360475860976 12.9510882972474,77.5361165902372 12.951238202737,77.5361784570202 12.9514642519161,77.536414022734 12.9514333189637,77.5364235410414 12.9514809070533,77.5364758890975 12.951725992808,77.53671145518 12.9516831617154,77.5367114556236 12.9516593669534,77.5369708166524 12.9516260550818,77.5370469598312 12.9513191040571,77.5372159019944 12.9509621851782,77.5372563522341 12.9508455919859,77.5372634905524 12.9507123425076,77.5367066968717 12.9502007576304,77.5363307428469 12.949889048516,77.5358929214263 12.950429186161))))","74",,"74","74",Deepanjalinagar_Depot_16,,,"74","74",Deepanjalinagar_Depot_16,4.76,"6",0,19252.35,"682",Kengeri,Bangalore South,Bangalore Urban,Depot 16,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5470825743524 12.9453459442562,77.5472324810829 12.9453173903287,77.5476036762657 12.9452674219543,77.5475441900301 12.9447677344553,77.5472681723644 12.9448105645785,77.5470040530075 12.9448557744114,77.5470825743524 12.9453459442562))))","75",,"75","75",Muneshwara_Block_Bus_Stop,,,"75","75",Muneshwara_Block_Bus_Stop,0.79,"0",0.31999999,3209.82,CA Site,Uttarahalli,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5739716011925 12.9773777250126,77.5730650986178 12.977374678794,77.572131160498 12.9773925238546,77.5710425569845 12.9774163193348,77.5710901461741 12.9779992863037,77.5711347616127 12.9786625613028,77.5711882991993 12.9792574273464,77.5712448113028 12.9795102442776,77.5713756819656 12.979739267789,77.5714684013688 12.9798194315007,77.5716041098699 12.9798294886733,77.5717754314816 12.9798045046102,77.571946751958 12.9797081371703,77.5721858884057 12.979511831293,77.5723940913176 12.979308386959,77.5724246281605 12.9792670718309,77.5724345427241 12.9792536595996,77.5726034834553 12.9790442669089,77.5729763461533 12.9785716726743,77.573572014582 12.9777920872805,77.5739716011925 12.9773777250126))))","76",,"76","76",Subhash_Nagar_KBS_Depot_7_&_Bus_Stand,,,"76","76",Subhash_Nagar_KBS_Depot_7_&_Bus_Stand,12.83,"7",0.05,51918.63,"91",Kasaba,Bangalore North,Bangalore Urban,Depot 7 & Bus Stand,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5687373371147 13.0090063568343,77.569147794728 13.0090134955258,77.5691477950802 13.0086672831084,77.5687373369338 13.0086672833758,77.5687373371147 13.0090063568343))))","77",,"77","77",Malleshwaram_18th_Cross_Bus_Stand,,,"77","77",Malleshwaram_18th_Cross_Bus_Stand,0.42,"0",0.13,1687.84,"12",Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.474770637181 12.9846405323586,77.4749134051464 12.9851759123415,77.4753892981437 12.9851211849072,77.4752393909913 12.9845453545839,77.474770637181 12.9846405323586))))","78",,"78","78",Bharath_Nagar_(BLE_Society),,,"78","78",Bharath_Nagar_(BLE_Society),0.81,"0",0.30000001,3281.24, ,Yeshwanthpura,Bangalore North,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5394846745868 12.9344482145444,77.5397940040754 12.9343958663555,77.5397844864421 12.9341888535372,77.5397797277423 12.9338462112837,77.5393680803277 12.9337367562938,77.5393585628318 12.9338723851078,77.5394085316819 12.9341436439343,77.5394846745868 12.9344482145444))))","79",,"79","79",Bhanshankari_3rd_Stage_2nd_Phase_(Srividyanagar),,,"79","79",Bhanshankari_3rd_Stage_2nd_Phase_(Srividyanagar),0.71,"0",0.20999999,2860.84,CA Site 1,Uttarahalli,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6012004915914 12.9147169064633,77.6015972774364 12.9147363646642,77.6016071110278 12.914558735784,77.601208390971 12.9145403032375,77.6012004915914 12.9147169064633))))","80",,"80","80",BTM_Layout_Quarters,,,"80","80",BTM_Layout_Quarters,0.16,"0",0,660.02, ,Begur,Bangalore South,Bangalore Urban,Quarters ( 12 numbers ),Quarters,DSC_BTM_Layout_Quarters.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5915428142422 12.9242104539632,77.5919228275296 12.9242030157354,77.5919149608903 12.9237273095556,77.5915314529218 12.9237409835501,77.5915428142422 12.9242104539632))))","81",,"81","81",Jayanagara_Quarters,,,"81","81",Jayanagara_Quarters,0.37,"0",0,1505.28, ,Uttarahalli,Bangalore South,Bangalore Urban,Quarters ( 36 numbers ),Quarters,DSC_Jayanagar_quarters.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5221655512892 13.027615830573,77.5222562465036 13.0274893126928,77.5221406074871 13.0274048132678,77.5220430328647 13.0275350806611,77.5221655512892 13.027615830573))))","82",,"82","82",Peenya_Quarters,,,"82","82",Peenya_Quarters,0.34,"0",0,1386.18, ,Yeshwanthpura,Bangalore North,Bangalore Urban,Quarters ( 16 numbers ),Quarters,DSC_Peenya_Quarters.jpg
